TrnPeriodNumber,TrnEmpCode,TrnParCode,TrnAmount,TrnAffectAmount,TrnPrintFlag,TrnuserId,TrnRecordno,TrnDate,TrnRef
2,127,62,0,0,2,0,957152,15-09-2023 00:00,
2,127,99,7124.99,0,2,0,938061,15-09-2023 00:00,
2,128,1,7500,0,2,zemy,28,05-08-2023 00:00,
2,128,3,0,0,2,0,957154,15-09-2023 00:00,
2,128,4,30,0,2,0,938677,15-09-2023 00:00,
2,128,5,7500,0,2,0,938678,15-09-2023 00:00,
2,128,8,1000,0,2,zemy,4024,05-08-2022 00:00,
2,128,11,0,0,2,0,957155,15-09-2023 00:00,
2,128,12,14,0,0,zemy,955643,11-09-2023 00:00,
2,128,13,957.04,0,2,0,955899,15-09-2023 00:00,
2,128,14,23,0,0,zemy,955644,11-09-2023 00:00,
2,128,15,1796.88,0,2,0,955900,15-09-2023 00:00,
2,128,17,0,0,2,0,957156,15-09-2023 00:00,
2,128,21,2121.19,0,2,0,61899,15-09-2023 00:00,
2,128,22,825,0,2,0,232387,15-09-2023 00:00,
2,128,23,525,0,2,0,232388,15-09-2023 00:00,
2,128,24,0,0,2,0,957157,15-09-2023 00:00,
2,128,25,0,0,2,0,957158,15-09-2023 00:00,
2,128,27,0,0,2,0,957159,15-09-2023 00:00,
2,128,33,0,0,2,0,957160,15-09-2023 00:00,
2,128,34,0,0,2,0,957161,15-09-2023 00:00,
2,128,35,0,0,2,0,957162,15-09-2023 00:00,
2,128,37,0,0,2,0,957163,15-09-2023 00:00,
2,128,39,0,0,2,0,957164,15-09-2023 00:00,
2,128,41,0,0,2,0,957165,15-09-2023 00:00,
2,128,44,0,0,2,0,957166,15-09-2023 00:00,
2,128,46,400,0,2,zemy,792709,06-08-2022 00:00,
2,128,48,0,0,2,0,957167,15-09-2023 00:00,
2,128,50,2753.92,0,2,0,955914,15-09-2023 00:00,
2,128,51,10253.92,0,2,0,938698,15-09-2023 00:00,
2,128,52,11253.92,0,2,0,938697,15-09-2023 00:00,
2,128,62,0,0,2,0,957168,15-09-2023 00:00,
2,128,99,8207.73,0,2,0,938695,15-09-2023 00:00,
2,129,1,5200,0,2,zemy,29,09-10-2017 00:00,
2,129,8,1200,0,2,zemy,4028,09-10-2017 00:00,
2,129,21,737.5,0,2,0,61925,11-11-2019 00:00,
2,129,22,572,0,2,0,78729,11-11-2019 00:00,
2,129,23,364,0,2,0,78730,11-11-2019 00:00,
2,130,21,960.01,0,2,0,61951,13-11-2017 00:00,
2,130,22,671,0,2,0,78749,13-11-2017 00:00,
